user_id,timestamp,foreground_app,opened_apps,user_group
device-00000002,2026-05-04 21:57:56,哔哩哔哩,哔哩哔哩;华为浏览器;WPS;华为音乐;华为邮箱;海泰浏览器;华为视频,大学生
device-00000002,2026-05-05 18:08:58,WPS,华为浏览器;WPS;华为音乐;华为邮箱;海泰浏览器;华为视频;哔哩哔哩,大学生
device-00000002,2026-05-05 20:23:16,海泰浏览器,华为浏览器;WPS;华为音乐;华为邮箱;海泰浏览器;华为视频;哔哩哔哩,大学生
device-00000002,2026-05-05 22:10:55,哔哩哔哩,华为浏览器;WPS;华为音乐;华为邮箱;海泰浏览器;华为视频;哔哩哔哩,大学生
device-00000002,2026-05-06 12:46:41,小红书,华为浏览器;WPS;华为音乐;华为邮箱;海泰浏览器;华为视频;哔哩哔哩;小红书,大学生
device-00000002,2026-05-06 12:58:18,哔哩哔哩,华为浏览器;WPS;华为音乐;华为邮箱;海泰浏览器;华为视频;哔哩哔哩;小红书,大学生
device-00000002,2026-05-06 12:59:56,华为浏览器,华为浏览器;WPS;华为音乐;华为邮箱;海泰浏览器;华为视频;哔哩哔哩;小红书,大学生
device-00000002,2026-05-06 13:15:48,WPS,华为浏览器;WPS;华为音乐;华为邮箱;海泰浏览器;华为视频;哔哩哔哩;小红书,大学生
device-00000002,2026-05-06 13:28:48,哔哩哔哩,华为浏览器;WPS;华为音乐;华为邮箱;海泰浏览器;华为视频;哔哩哔哩;小红书,大学生
device-00000002,2026-05-06 13:53:28,WPS,华为浏览器;WPS;华为音乐;华为邮箱;海泰浏览器;华为视频;哔哩哔哩;小红书,大学生
device-00000002,2026-05-06 17:29:59,哔哩哔哩,华为浏览器;WPS;华为音乐;华为邮箱;海泰浏览器;华为视频;哔哩哔哩;小红书,大学生
device-00000002,2026-05-06 18:46:14,华为浏览器,华为浏览器;WPS;华为音乐;华为邮箱;海泰浏览器;华为视频;哔哩哔哩;小红书,大学生
device-00000002,2026-05-06 19:01:33,哔哩哔哩,华为浏览器;WPS;华为音乐;华为邮箱;海泰浏览器;华为视频;哔哩哔哩;小红书,大学生
device-00000002,2026-05-06 19:57:44,华为音乐,华为浏览器;WPS;华为音乐;华为邮箱;海泰浏览器;华为视频;哔哩哔哩;小红书,大学生
device-00000002,2026-05-06 21:27:17,华为浏览器,华为浏览器;WPS;华为音乐;华为邮箱;海泰浏览器;华为视频;哔哩哔哩;小红书,大学生
device-00000002,2026-05-06 21:37:12,WPS,华为浏览器;WPS;华为音乐;华为邮箱;海泰浏览器;华为视频;哔哩哔哩;小红书,大学生
device-00000002,2026-05-06 21:46:54,哔哩哔哩,华为浏览器;WPS;华为音乐;华为邮箱;海泰浏览器;华为视频;哔哩哔哩;小红书,大学生
device-00000002,2026-05-07 09:50:54,华为音乐,华为浏览器;WPS;华为音乐;华为邮箱;海泰浏览器;华为视频;小红书,大学生
device-00000002,2026-05-07 11:58:20,哔哩哔哩,华为浏览器;WPS;华为音乐;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩,大学生
device-00000002,2026-05-07 12:29:04,华为音乐,华为浏览器;WPS;华为音乐;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩,大学生
device-00000002,2026-05-07 12:37:39,华为浏览器,华为浏览器;WPS;华为音乐;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩,大学生
device-00000002,2026-05-07 15:56:03,哔哩哔哩,华为浏览器;WPS;华为音乐;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩,大学生
device-00000002,2026-05-07 18:53:17,华为音乐,华为浏览器;WPS;华为音乐;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩,大学生
device-00000002,2026-05-07 19:55:40,哔哩哔哩,华为浏览器;WPS;华为音乐;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩,大学生
device-00000002,2026-05-07 20:16:59,华为音乐,华为浏览器;WPS;华为音乐;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩,大学生
device-00000002,2026-05-07 21:04:13,小红书,华为浏览器;WPS;华为音乐;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩,大学生
device-00000002,2026-05-07 21:08:57,哔哩哔哩,华为浏览器;WPS;华为音乐;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩,大学生
device-00000002,2026-05-07 22:47:19,小红书,华为浏览器;WPS;华为音乐;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩,大学生
device-00000002,2026-05-08 09:54:29,哔哩哔哩,华为浏览器;WPS;华为音乐;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩,大学生
device-00000002,2026-05-08 10:14:49,华为音乐,华为浏览器;WPS;华为音乐;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩,大学生
device-00000002,2026-05-08 10:18:55,哔哩哔哩,华为浏览器;WPS;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩,大学生
device-00000002,2026-05-08 10:30:42,华为浏览器,华为浏览器;WPS;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩,大学生
device-00000002,2026-05-08 10:36:12,哔哩哔哩,华为浏览器;WPS;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩,大学生
device-00000002,2026-05-08 14:39:02,小红书,华为浏览器;WPS;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩,大学生
device-00000002,2026-05-08 14:43:12,华为音乐,华为浏览器;WPS;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐,大学生
device-00000002,2026-05-08 17:00:35,哔哩哔哩,华为浏览器;WPS;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐,大学生
device-00000002,2026-05-08 23:26:30,WPS,华为浏览器;WPS;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐,大学生
device-00000002,2026-05-08 23:26:33,微信,华为浏览器;WPS;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信,大学生
device-00000002,2026-05-09 10:23:55,哔哩哔哩,华为浏览器;WPS;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信,大学生
device-00000002,2026-05-09 10:52:57,WPS,华为浏览器;WPS;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信,大学生
device-00000002,2026-05-09 11:15:30,哔哩哔哩,华为浏览器;WPS;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信,大学生
device-00000002,2026-05-09 12:02:03,小红书,华为浏览器;WPS;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信,大学生
device-00000002,2026-05-09 12:36:50,华为音乐,华为浏览器;WPS;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信,大学生
device-00000002,2026-05-09 18:15:14,哔哩哔哩,华为浏览器;WPS;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信,大学生
device-00000002,2026-05-09 19:47:22,小红书,华为浏览器;WPS;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信,大学生
device-00000002,2026-05-09 20:31:41,哔哩哔哩,华为浏览器;WPS;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信,大学生
device-00000002,2026-05-09 22:23:17,小红书,华为浏览器;WPS;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信,大学生
device-00000002,2026-05-10 10:01:07,哔哩哔哩,华为浏览器;WPS;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信,大学生
device-00000002,2026-05-10 13:43:58,华为音乐,华为浏览器;WPS;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信,大学生
device-00000002,2026-05-10 19:01:40,哔哩哔哩,华为浏览器;WPS;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信,大学生
device-00000002,2026-05-10 19:04:10,华为音乐,华为浏览器;WPS;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信,大学生
device-00000002,2026-05-10 20:47:50,华为浏览器,华为浏览器;WPS;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信,大学生
device-00000002,2026-05-10 21:40:05,哔哩哔哩,华为浏览器;WPS;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信,大学生
device-00000002,2026-05-10 21:40:56,华为浏览器,华为浏览器;WPS;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信,大学生
device-00000002,2026-05-11 09:42:32,哔哩哔哩,华为浏览器;WPS;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信,大学生
device-00000002,2026-05-11 10:19:05,小红书,华为浏览器;WPS;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信,大学生
device-00000002,2026-05-11 12:00:08,哔哩哔哩,华为浏览器;WPS;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信,大学生
device-00000002,2026-05-11 14:19:07,华为浏览器,华为浏览器;WPS;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信,大学生
device-00000002,2026-05-11 14:30:29,WPS,华为浏览器;WPS;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信,大学生
device-00000002,2026-05-11 14:40:33,小红书,华为浏览器;WPS;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信,大学生
device-00000002,2026-05-11 14:42:40,哔哩哔哩,华为浏览器;WPS;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信,大学生
device-00000002,2026-05-11 15:23:10,华为音乐,华为浏览器;WPS;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信,大学生
device-00000002,2026-05-11 17:39:52,哔哩哔哩,华为浏览器;WPS;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信,大学生
device-00000002,2026-05-11 20:12:48,华为浏览器,华为浏览器;WPS;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信,大学生
device-00000002,2026-05-11 20:23:48,哔哩哔哩,华为浏览器;WPS;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信,大学生
device-00000002,2026-05-11 20:23:54,华为音乐,华为浏览器;WPS;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信,大学生
device-00000002,2026-05-11 22:07:29,WPS,华为浏览器;WPS;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信,大学生
device-00000002,2026-05-11 22:42:07,哔哩哔哩,华为浏览器;WPS;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信,大学生
device-00000002,2026-05-12 13:18:22,华为浏览器,华为浏览器;WPS;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信,大学生
device-00000002,2026-05-12 13:19:08,哔哩哔哩,华为浏览器;WPS;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信,大学生
device-00000002,2026-05-12 13:19:27,华为音乐,华为浏览器;WPS;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信,大学生
device-00000002,2026-05-12 13:19:56,华为视频,华为浏览器;WPS;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信,大学生
device-00000002,2026-05-12 13:21:16,哔哩哔哩,华为浏览器;WPS;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信,大学生
device-00000002,2026-05-12 14:42:32,华为音乐,华为浏览器;WPS;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信,大学生
device-00000002,2026-05-12 16:15:45,WPS,华为浏览器;WPS;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信,大学生
device-00000002,2026-05-12 16:31:19,华为音乐,华为浏览器;WPS;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信,大学生
device-00000002,2026-05-12 16:31:25,哔哩哔哩,华为浏览器;WPS;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信,大学生
device-00000002,2026-05-12 19:54:10,华为浏览器,华为浏览器;WPS;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信,大学生
device-00000002,2026-05-12 22:27:22,小红书,华为浏览器;WPS;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信,大学生
device-00000002,2026-05-12 22:38:04,哔哩哔哩,华为浏览器;WPS;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信,大学生
device-00000002,2026-05-13 09:29:27,WPS,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信,大学生
device-00000002,2026-05-13 11:53:49,哔哩哔哩,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信,大学生
device-00000002,2026-05-13 12:04:03,微信,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信,大学生
device-00000002,2026-05-13 14:53:43,WPS,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS,大学生
device-00000002,2026-05-13 17:47:07,微信,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS,大学生
device-00000002,2026-05-14 09:28:16,哔哩哔哩,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS,大学生
device-00000002,2026-05-14 10:30:51,微信,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS,大学生
device-00000002,2026-05-14 10:32:07,哔哩哔哩,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS,大学生
device-00000002,2026-05-14 10:46:49,小红书,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS,大学生
device-00000002,2026-05-14 10:48:18,哔哩哔哩,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS,大学生
device-00000002,2026-05-14 10:55:04,华为音乐,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS,大学生
device-00000002,2026-05-14 11:15:18,微信,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS,大学生
device-00000002,2026-05-14 12:26:53,华为音乐,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS,大学生
device-00000002,2026-05-14 13:08:43,微信,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS,大学生
device-00000002,2026-05-14 13:10:27,哔哩哔哩,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS,大学生
device-00000002,2026-05-14 14:14:44,华为音乐,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS,大学生
device-00000002,2026-05-14 14:21:38,华为浏览器,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS,大学生
device-00000002,2026-05-14 14:22:12,华为音乐,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS,大学生
device-00000002,2026-05-14 15:08:08,微信,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS,大学生
device-00000002,2026-05-14 15:12:50,华为音乐,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS,大学生
device-00000002,2026-05-14 15:12:58,哔哩哔哩,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS,大学生
device-00000002,2026-05-14 15:25:39,小红书,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS,大学生
device-00000002,2026-05-14 15:28:20,微信,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS,大学生
device-00000002,2026-05-14 15:42:37,哔哩哔哩,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS,大学生
device-00000002,2026-05-14 15:45:04,华为浏览器,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS,大学生
device-00000002,2026-05-14 16:02:21,哔哩哔哩,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS,大学生
device-00000002,2026-05-14 17:59:24,微信,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS,大学生
device-00000002,2026-05-14 18:08:05,华为浏览器,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS,大学生
device-00000002,2026-05-14 18:35:46,哔哩哔哩,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS,大学生
device-00000002,2026-05-14 18:43:07,微信,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS,大学生
device-00000002,2026-05-14 19:55:35,哔哩哔哩,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS,大学生
device-00000002,2026-05-15 11:15:51,微信,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS,大学生
device-00000002,2026-05-15 12:09:28,哔哩哔哩,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS,大学生
device-00000002,2026-05-15 12:11:12,微信,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS,大学生
device-00000002,2026-05-15 13:37:07,哔哩哔哩,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS,大学生
device-00000002,2026-05-15 13:40:16,华为音乐,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS,大学生
device-00000002,2026-05-15 15:17:49,WPS,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS,大学生
device-00000002,2026-05-15 18:20:16,哔哩哔哩,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS,大学生
device-00000002,2026-05-15 18:27:38,微信,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS,大学生
device-00000002,2026-05-15 18:56:03,哔哩哔哩,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS,大学生
device-00000002,2026-05-15 20:24:18,华为音乐,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS,大学生
device-00000002,2026-05-15 20:25:30,哔哩哔哩,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS,大学生
device-00000002,2026-05-15 21:44:05,微信,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS,大学生
device-00000002,2026-05-16 09:47:09,哔哩哔哩,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS,大学生
device-00000002,2026-05-16 12:03:15,微信,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS,大学生
device-00000002,2026-05-16 12:18:34,哔哩哔哩,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS,大学生
device-00000002,2026-05-16 13:49:19,华为浏览器,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS,大学生
device-00000002,2026-05-16 13:49:57,海泰浏览器,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS,大学生
device-00000002,2026-05-16 13:55:30,华为音乐,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS,大学生
device-00000002,2026-05-16 13:55:47,华为浏览器,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS,大学生
device-00000002,2026-05-16 14:29:54,华为音乐,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS,大学生
device-00000002,2026-05-16 16:41:23,哔哩哔哩,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS,大学生
device-00000002,2026-05-16 16:41:30,华为音乐,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS,大学生
device-00000002,2026-05-16 17:17:11,微信,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS,大学生
device-00000002,2026-05-16 20:03:46,哔哩哔哩,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS,大学生
device-00000002,2026-05-16 21:18:58,海泰浏览器,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS,大学生
device-00000002,2026-05-17 10:12:23,哔哩哔哩,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS,大学生
device-00000002,2026-05-17 10:19:29,微信,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS,大学生
device-00000002,2026-05-17 11:55:38,哔哩哔哩,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS,大学生
device-00000002,2026-05-17 14:49:23,华为浏览器,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS,大学生
device-00000002,2026-05-17 15:42:36,悟空图像,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS,大学生
device-00000002,2026-05-17 15:44:50,微信,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS,大学生
device-00000002,2026-05-17 17:44:05,哔哩哔哩,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS,大学生
device-00000002,2026-05-17 17:44:09,微信,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS,大学生
device-00000002,2026-05-17 17:54:44,悟空图像,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS;悟空图像,大学生
device-00000002,2026-05-17 18:33:06,哔哩哔哩,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS;悟空图像,大学生
device-00000002,2026-05-17 20:28:49,悟空图像,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS;悟空图像,大学生
device-00000002,2026-05-17 20:29:11,哔哩哔哩,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS;悟空图像,大学生
device-00000002,2026-05-17 20:53:20,悟空图像,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS;悟空图像,大学生
device-00000002,2026-05-17 21:29:53,哔哩哔哩,华为浏览器;华为邮箱;海泰浏览器;华为视频;小红书;哔哩哔哩;华为音乐;微信;WPS;悟空图像,大学生
